-17.8292,31.0522	
-20.0744,30.8328	
-20.17,28.58	
-17.9939,31.0481	
-18.9667,32.6333	
-19.4614,29.8022	
-19	28.9	
-18.9167,29.8167	
-17.8833,30.7	
-18.34,29.9	
-18.14,30.15	
-17.3497,30.1944	
-18.1897,31.5467	
-18.9833,32.65	
-17.3,31.3333	
-18.3647,26.5	
-22.2167,30	
-21.0389,31.6778	
-18.5367,32.1247	
-20.3333,30.0333	
-20.2,32.62	
-16.81,29.7	
-17.9333,25.8333	
-19.0333,29.7833	
-16.2,31.6833	
-20.9389,29.0186	
-18.9315,27.807	
